op,dtype,layout,mem,bcast,accepted,pcc_or_reason,input_range,pcc,ulp
softplus_bw,uint8,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
softshrink,bfloat16,rm,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,rm,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,rm,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,rm,l1,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink,bfloat16,rm,width,none,OK,pass,[0.1..0.85],0.999998,0.000
softshrink,bfloat16,tile,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,tile,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,tile,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,tile,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat16,tile,width,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,bfloat4_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat4_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat4_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat4_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat4_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat4_b,tile,block,none,OK,pass,[0.1..0.85],0.975692,
softshrink,bfloat4_b,tile,dram,none,OK,pass,[0.1..0.85],0.976545,
softshrink,bfloat4_b,tile,height,none,OK,pass,[0.1..0.85],0.977035,
softshrink,bfloat4_b,tile,l1,none,OK,pass,[0.1..0.85],0.975396,
softshrink,bfloat4_b,tile,width,none,OK,pass,[0.1..0.85],0.973621,
softshrink,bfloat8_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat8_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat8_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat8_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat8_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink,bfloat8_b,tile,block,none,OK,pass,[0.1..0.85],0.999836,247.000
softshrink,bfloat8_b,tile,dram,none,OK,pass,[0.1..0.85],0.999907,250.000
softshrink,bfloat8_b,tile,height,none,OK,pass,[0.1..0.85],0.999826,251.000
softshrink,bfloat8_b,tile,l1,none,OK,pass,[0.1..0.85],0.999906,250.000
softshrink,bfloat8_b,tile,width,none,OK,pass,[0.1..0.85],0.999826,245.000
softshrink,float32,rm,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,rm,dram,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink,float32,rm,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,rm,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,rm,width,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,tile,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,tile,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,tile,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,tile,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink,float32,tile,width,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink,int32,rm,block,none,OK,fail,[1..49],,
softshrink,int32,rm,dram,none,OK,fail,[1..49],,
softshrink,int32,rm,height,none,OK,fail,[1..49],,
softshrink,int32,rm,l1,none,OK,fail,[1..49],,
softshrink,int32,rm,width,none,OK,fail,[1..49],,
softshrink,int32,tile,block,none,OK,fail,[1..49],,
softshrink,int32,tile,dram,none,OK,fail,[1..49],,
softshrink,int32,tile,height,none,OK,fail,[1..49],,
softshrink,int32,tile,l1,none,OK,fail,[1..49],,
softshrink,int32,tile,width,none,OK,fail,[1..49],,
softshrink,uint16,rm,block,none,OK,fail,[1..49],,
softshrink,uint16,rm,dram,none,OK,fail,[1..49],,
softshrink,uint16,rm,height,none,OK,fail,[1..49],,
softshrink,uint16,rm,l1,none,OK,fail,[1..49],,
softshrink,uint16,rm,width,none,OK,fail,[1..49],,
softshrink,uint16,tile,block,none,OK,fail,[1..49],,
softshrink,uint16,tile,dram,none,OK,fail,[1..49],,
softshrink,uint16,tile,height,none,OK,fail,[1..49],,
softshrink,uint16,tile,l1,none,OK,fail,[1..49],,
softshrink,uint16,tile,width,none,OK,fail,[1..49],,
softshrink,uint32,rm,block,none,OK,fail,[1..49],,
softshrink,uint32,rm,dram,none,OK,fail,[1..49],,
softshrink,uint32,rm,height,none,OK,fail,[1..49],,
softshrink,uint32,rm,l1,none,OK,fail,[1..49],,
softshrink,uint32,rm,width,none,OK,fail,[1..49],,
softshrink,uint32,tile,block,none,OK,fail,[1..49],,
softshrink,uint32,tile,dram,none,OK,fail,[1..49],,
softshrink,uint32,tile,height,none,OK,fail,[1..49],,
softshrink,uint32,tile,l1,none,OK,fail,[1..49],,
softshrink,uint32,tile,width,none,OK,fail,[1..49],,
softshrink,uint8,rm,block,none,OK,fail,[1..49],,
softshrink,uint8,rm,dram,none,OK,fail,[1..49],,
softshrink,uint8,rm,height,none,OK,fail,[1..49],,
softshrink,uint8,rm,l1,none,OK,fail,[1..49],,
softshrink,uint8,rm,width,none,OK,fail,[1..49],,
softshrink,uint8,tile,block,none,OK,fail,[1..49],,
softshrink,uint8,tile,dram,none,OK,fail,[1..49],,
softshrink,uint8,tile,height,none,OK,fail,[1..49],,
softshrink,uint8,tile,l1,none,OK,fail,[1..49],,
softshrink,uint8,tile,width,none,OK,fail,[1..49],,
softshrink_bw,bfloat16,rm,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,rm,dram,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat16,rm,height,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat16,rm,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,rm,width,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,tile,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,tile,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,tile,height,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat16,tile,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat16,tile,width,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat4_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,tile,block,none,OK,fail(0.865),[0.1..0.85],0.864552,
softshrink_bw,bfloat4_b,tile,dram,none,OK,fail(0.862),[0.1..0.85],0.862290,
softshrink_bw,bfloat4_b,tile,height,none,OK,fail(0.862),[0.1..0.85],0.862256,
softshrink_bw,bfloat4_b,tile,l1,none,OK,fail(0.853),[0.1..0.85],0.852867,
softshrink_bw,bfloat4_b,tile,width,none,OK,fail(0.841),[0.1..0.85],0.840543,
softshrink_bw,bfloat8_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat8_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat8_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat8_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat8_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat8_b,tile,block,none,OK,pass,[0.1..0.85],0.984556,248.000
softshrink_bw,bfloat8_b,tile,dram,none,OK,pass,[0.1..0.85],0.992534,252.000
softshrink_bw,bfloat8_b,tile,height,none,OK,pass,[0.1..0.85],0.984904,245.000
softshrink_bw,bfloat8_b,tile,l1,none,OK,pass,[0.1..0.85],0.980498,233.000
softshrink_bw,bfloat8_b,tile,width,none,OK,pass,[0.1..0.85],0.988215,253.000
softshrink_bw,float32,rm,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,rm,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,rm,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,rm,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,rm,width,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,tile,block,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,tile,dram,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,tile,height,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,tile,l1,none,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,float32,tile,width,none,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,int32,rm,block,none,OK,pass,[1..49],0.999998,
softshrink_bw,int32,rm,dram,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,rm,height,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,rm,l1,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,rm,width,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,tile,block,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,tile,dram,none,OK,pass,[1..49],0.999999,
softshrink_bw,int32,tile,height,none,OK,pass,[1..49],0.999999,
softshrink_bw,int32,tile,l1,none,OK,pass,[1..49],1.000000,
softshrink_bw,int32,tile,width,none,OK,pass,[1..49],0.999999,
softshrink_bw,uint16,rm,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,rm,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,rm,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,rm,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,rm,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint16,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint32,rm,block,none,OK,pass,[1..49],0.999999,
softshrink_bw,uint32,rm,dram,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,height,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,l1,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,width,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,tile,block,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,tile,dram,none,OK,pass,[1..49],0.999999,
softshrink_bw,uint32,tile,height,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,tile,l1,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,tile,width,none,OK,pass,[1..49],1.000000,
softshrink_bw,uint8,rm,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softsign,bfloat16,rm,block,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat16,rm,dram,none,OK,pass,[0.1..0.85],0.999989,1.000
softsign,bfloat16,rm,height,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat16,rm,l1,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat16,rm,width,none,OK,pass,[0.1..0.85],0.999987,1.000
softsign,bfloat16,tile,block,none,OK,pass,[0.1..0.85],0.999987,1.000
softsign,bfloat16,tile,dram,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat16,tile,height,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat16,tile,l1,none,OK,pass,[0.1..0.85],0.999989,1.000
softsign,bfloat16,tile,width,none,OK,pass,[0.1..0.85],0.999988,1.000
softsign,bfloat4_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat4_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat4_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat4_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat4_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat4_b,tile,block,none,OK,pass,[0.1..0.85],0.971668,
softsign,bfloat4_b,tile,dram,none,OK,pass,[0.1..0.85],0.971883,
softsign,bfloat4_b,tile,height,none,OK,pass,[0.1..0.85],0.970913,
softsign,bfloat4_b,tile,l1,none,OK,pass,[0.1..0.85],0.972179,
softsign,bfloat4_b,tile,width,none,OK,pass,[0.1..0.85],0.971458,
softsign,bfloat8_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat8_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat8_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat8_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat8_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softsign,bfloat8_b,tile,block,none,OK,pass,[0.1..0.85],0.999870,10.000
softsign,bfloat8_b,tile,dram,none,OK,pass,[0.1..0.85],0.999881,10.000
softsign,bfloat8_b,tile,height,none,OK,pass,[0.1..0.85],0.999863,10.000
softsign,bfloat8_b,tile,l1,none,OK,pass,[0.1..0.85],0.999884,10.000
softsign,bfloat8_b,tile,width,none,OK,pass,[0.1..0.85],0.999867,10.000
softsign,float32,rm,block,none,OK,pass,[0.1..0.85],1.000000,2.000
softsign,float32,rm,dram,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,rm,height,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,rm,l1,none,OK,pass,[0.1..0.85],1.000000,2.000
softsign,float32,rm,width,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,tile,block,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,tile,dram,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,tile,height,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,tile,l1,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,float32,tile,width,none,OK,pass,[0.1..0.85],1.000000,1.000
softsign,int32,rm,block,none,OK,pass,[1..49],,
softsign,int32,rm,dram,none,OK,pass,[1..49],,
softsign,int32,rm,height,none,OK,pass,[1..49],,
softsign,int32,rm,l1,none,OK,pass,[1..49],,
softsign,int32,rm,width,none,OK,pass,[1..49],,
softsign,int32,tile,block,none,OK,pass,[1..49],,
softsign,int32,tile,dram,none,OK,pass,[1..49],,
softsign,int32,tile,height,none,OK,pass,[1..49],,
softsign,int32,tile,l1,none,OK,pass,[1..49],,
softsign,int32,tile,width,none,OK,pass,[1..49],,
softsign,uint16,rm,block,none,OK,fail,[1..49],0.707124,
softsign,uint16,rm,dram,none,OK,fail,[1..49],0.678567,
softsign,uint16,rm,height,none,OK,fail,[1..49],0.705523,
softsign,uint16,rm,l1,none,OK,fail,[1..49],0.699126,
softsign,uint16,rm,width,none,OK,fail,[1..49],0.694758,
softsign,uint16,tile,block,none,OK,fail,[1..49],0.711521,
softsign,uint16,tile,dram,none,OK,fail,[1..49],0.685439,
softsign,uint16,tile,height,none,OK,fail,[1..49],0.691465,
softsign,uint16,tile,l1,none,OK,fail,[1..49],0.691939,
softsign,uint16,tile,width,none,OK,fail,[1..49],0.687967,
softsign,uint32,rm,block,none,OK,pass,[1..49],,
softsign,uint32,rm,dram,none,OK,pass,[1..49],,
softsign,uint32,rm,height,none,OK,pass,[1..49],,
softsign,uint32,rm,l1,none,OK,pass,[1..49],,
